id,county_id,subcounty_id,name,code,createdAt,updatedAt
876,32,176,Biashara,ward876,2023-08-10T09:40:59.027+03:00,2023-08-10T09:40:59.027+03:00
877,32,176,Kivumbini,ward877,2023-08-10T09:40:59.028+03:00,2023-08-10T09:40:59.028+03:00
878,32,176,Flamingo,ward878,2023-08-10T09:40:59.028+03:00,2023-08-10T09:40:59.028+03:00
879,32,176,Menengai,ward879,2023-08-10T09:40:59.029+03:00,2023-08-10T09:40:59.029+03:00
880,32,176,Nakuru East,ward880,2023-08-10T09:40:59.029+03:00,2023-08-10T09:40:59.029+03:00
887,33,178,Ilkerin,ward887,2023-08-10T09:40:59.045+03:00,2023-08-10T09:40:59.045+03:00
881,33,177,Kilgoris Central,ward881,2023-08-10T09:40:59.030+03:00,2023-08-10T09:40:59.030+03:00
882,33,177,Keyian,ward882,2023-08-10T09:40:59.032+03:00,2023-08-10T09:40:59.032+03:00
883,33,177,Angata Barikoi,ward883,2023-08-10T09:40:59.034+03:00,2023-08-10T09:40:59.034+03:00
884,33,177,Shankoe,ward884,2023-08-10T09:40:59.035+03:00,2023-08-10T09:40:59.035+03:00
885,33,177,Kimentet,ward885,2023-08-10T09:40:59.037+03:00,2023-08-10T09:40:59.037+03:00
892,33,179,Olokurto,ward892,2023-08-10T09:40:59.054+03:00,2023-08-10T09:40:59.054+03:00
886,33,177,Lolgorian,ward886,2023-08-10T09:40:59.042+03:00,2023-08-10T09:40:59.042+03:00
1439,47,289,Nairobi Central,ward1439,2023-08-10T09:40:59.457+03:00,2023-08-10T09:40:59.457+03:00
1440,47,289,Ngara,ward1440,2023-08-10T09:40:59.457+03:00,2023-08-10T09:40:59.457+03:00
889,33,178,Mogondo,ward889,2023-08-10T09:40:59.051+03:00,2023-08-10T09:40:59.051+03:00
891,33,179,Olposimoru,ward891,2023-08-10T09:40:59.052+03:00,2023-08-10T09:40:59.052+03:00
958,35,192,Kabianga,ward958,2023-08-10T09:40:59.131+03:00,2023-08-10T09:40:59.131+03:00
916,34,184,Purko,ward916,2023-08-10T09:40:59.094+03:00,2023-08-10T09:40:59.094+03:00
893,33,179,Narok Town,ward893,2023-08-10T09:40:59.056+03:00,2023-08-10T09:40:59.056+03:00
959,35,192,Cheptororiet/seretut,ward959,2023-08-10T09:40:59.131+03:00,2023-08-10T09:40:59.131+03:00
1441,47,289,Pangani,ward1441,2023-08-10T09:40:59.458+03:00,2023-08-10T09:40:59.458+03:00
1442,47,289,Ziwani/kariokor,ward1442,2023-08-10T09:40:59.458+03:00,2023-08-10T09:40:59.458+03:00
917,34,184,Ildamat,ward917,2023-08-10T09:40:59.095+03:00,2023-08-10T09:40:59.095+03:00
894,33,179,Nkareta,ward894,2023-08-10T09:40:59.057+03:00,2023-08-10T09:40:59.057+03:00
899,33,180,Keekonyokie,ward899,2023-08-10T09:40:59.070+03:00,2023-08-10T09:40:59.070+03:00
900,33,180,Suswa,ward900,2023-08-10T09:40:59.071+03:00,2023-08-10T09:40:59.071+03:00
1443,47,289,Land Mawe,ward1443,2023-08-10T09:40:59.458+03:00,2023-08-10T09:40:59.458+03:00
895,33,179,Olorropil,ward895,2023-08-10T09:40:59.060+03:00,2023-08-10T09:40:59.060+03:00
906,33,181,Sagamian,ward906,2023-08-10T09:40:59.081+03:00,2023-08-10T09:40:59.081+03:00
967,36,194,Chemagel,ward967,2023-08-10T09:40:59.138+03:00,2023-08-10T09:40:59.138+03:00
896,33,179,Melili,ward896,2023-08-10T09:40:59.062+03:00,2023-08-10T09:40:59.062+03:00
907,33,182,Ilmotiok,ward907,2023-08-10T09:40:59.082+03:00,2023-08-10T09:40:59.082+03:00
897,33,180,Mosiro,ward897,2023-08-10T09:40:59.064+03:00,2023-08-10T09:40:59.064+03:00
914,34,183,Oloolua,ward914,2023-08-10T09:40:59.093+03:00,2023-08-10T09:40:59.093+03:00
915,34,183,Ngong,ward915,2023-08-10T09:40:59.094+03:00,2023-08-10T09:40:59.094+03:00
949,35,190,Kapsaos,ward949,2023-08-10T09:40:59.125+03:00,2023-08-10T09:40:59.125+03:00
898,33,180,Ildamat,ward898,2023-08-10T09:40:59.067+03:00,2023-08-10T09:40:59.067+03:00
950,35,191,Kisiara,ward950,2023-08-10T09:40:59.126+03:00,2023-08-10T09:40:59.126+03:00
1444,47,289,Nairobi South,ward1444,2023-08-10T09:40:59.459+03:00,2023-08-10T09:40:59.459+03:00
901,33,181,Maji Moto/naroosura,ward901,2023-08-10T09:40:59.072+03:00,2023-08-10T09:40:59.072+03:00
998,37,200,Sango,ward998,2023-08-10T09:40:59.161+03:00,2023-08-10T09:40:59.161+03:00
902,33,181,Ololulung'a,ward902,2023-08-10T09:40:59.074+03:00,2023-08-10T09:40:59.074+03:00
903,33,181,Melelo,ward903,2023-08-10T09:40:59.077+03:00,2023-08-10T09:40:59.077+03:00
1445,47,290,Hospital,ward1445,2023-08-10T09:40:59.459+03:00,2023-08-10T09:40:59.459+03:00
904,33,181,Loita,ward904,2023-08-10T09:40:59.078+03:00,2023-08-10T09:40:59.078+03:00
905,33,181,Sogoo,ward905,2023-08-10T09:40:59.080+03:00,2023-08-10T09:40:59.080+03:00
951,35,191,Tebesonik,ward951,2023-08-10T09:40:59.127+03:00,2023-08-10T09:40:59.127+03:00
908,33,182,Mara,ward908,2023-08-10T09:40:59.084+03:00,2023-08-10T09:40:59.084+03:00
909,33,182,Siana,ward909,2023-08-10T09:40:59.087+03:00,2023-08-10T09:40:59.087+03:00
952,35,191,Cheboin,ward952,2023-08-10T09:40:59.127+03:00,2023-08-10T09:40:59.127+03:00
910,33,182,Naikarra,ward910,2023-08-10T09:40:59.090+03:00,2023-08-10T09:40:59.090+03:00
911,34,183,Olkeri,ward911,2023-08-10T09:40:59.092+03:00,2023-08-10T09:40:59.092+03:00
912,34,183,Ongat Rongai,ward912,2023-08-10T09:40:59.092+03:00,2023-08-10T09:40:59.092+03:00
913,34,183,Nkaimurunya,ward913,2023-08-10T09:40:59.093+03:00,2023-08-10T09:40:59.093+03:00
1446,47,290,Mabatini,ward1446,2023-08-10T09:40:59.460+03:00,2023-08-10T09:40:59.460+03:00
1447,47,290,Huruma,ward1447,2023-08-10T09:40:59.460+03:00,2023-08-10T09:40:59.460+03:00
921,34,185,Kaputiei North,ward921,2023-08-10T09:40:59.100+03:00,2023-08-10T09:40:59.100+03:00
1448,47,290,Ngei,ward1448,2023-08-10T09:40:59.461+03:00,2023-08-10T09:40:59.461+03:00
1449,47,290,Mlango Kubwa,ward1449,2023-08-10T09:40:59.461+03:00,2023-08-10T09:40:59.461+03:00
919,34,184,Matapato North,ward919,2023-08-10T09:40:59.098+03:00,2023-08-10T09:40:59.098+03:00
918,34,184,Dalalekutuk,ward918,2023-08-10T09:40:59.096+03:00,2023-08-10T09:40:59.096+03:00
922,34,185,Kitengela,ward922,2023-08-10T09:40:59.101+03:00,2023-08-10T09:40:59.101+03:00
999,37,200,Kongoni,ward999,2023-08-10T09:40:59.161+03:00,2023-08-10T09:40:59.161+03:00
920,34,184,Matapato South,ward920,2023-08-10T09:40:59.099+03:00,2023-08-10T09:40:59.099+03:00
953,35,191,Chemosot,ward953,2023-08-10T09:40:59.128+03:00,2023-08-10T09:40:59.128+03:00
923,34,185,Oloosirkon/sholinke,ward923,2023-08-10T09:40:59.102+03:00,2023-08-10T09:40:59.102+03:00
943,35,189,Chilchila,ward943,2023-08-10T09:40:59.122+03:00,2023-08-10T09:40:59.122+03:00
924,34,185,Kenyewa-poka,ward924,2023-08-10T09:40:59.103+03:00,2023-08-10T09:40:59.103+03:00
926,34,186,Keekonyokie,ward926,2023-08-10T09:40:59.106+03:00,2023-08-10T09:40:59.106+03:00
925,34,185,Imaroro,ward925,2023-08-10T09:40:59.105+03:00,2023-08-10T09:40:59.105+03:00
935,34,187,Kimana,ward935,2023-08-10T09:40:59.116+03:00,2023-08-10T09:40:59.116+03:00
927,34,186,Oloodokilan,ward927,2023-08-10T09:40:59.107+03:00,2023-08-10T09:40:59.107+03:00
936,35,188,Londiani,ward936,2023-08-10T09:40:59.117+03:00,2023-08-10T09:40:59.117+03:00
954,35,191,Litein,ward954,2023-08-10T09:40:59.129+03:00,2023-08-10T09:40:59.129+03:00
938,35,188,Chepseon,ward938,2023-08-10T09:40:59.119+03:00,2023-08-10T09:40:59.119+03:00
928,34,186,Magadi,ward928,2023-08-10T09:40:59.108+03:00,2023-08-10T09:40:59.108+03:00
929,34,186,Ewuaso Kedong,ward929,2023-08-10T09:40:59.109+03:00,2023-08-10T09:40:59.109+03:00
930,34,186,Mosiro,ward930,2023-08-10T09:40:59.110+03:00,2023-08-10T09:40:59.110+03:00
1000,37,200,Nzoia,ward1000,2023-08-10T09:40:59.162+03:00,2023-08-10T09:40:59.162+03:00
931,34,187,Entonet/lengism,ward931,2023-08-10T09:40:59.111+03:00,2023-08-10T09:40:59.111+03:00
937,35,188,Kedowa/kimugul,ward937,2023-08-10T09:40:59.118+03:00,2023-08-10T09:40:59.118+03:00
955,35,191,Cheplanget,ward955,2023-08-10T09:40:59.129+03:00,2023-08-10T09:40:59.129+03:00
932,34,187,Imbirikani/esselengei,ward932,2023-08-10T09:40:59.112+03:00,2023-08-10T09:40:59.112+03:00
947,35,190,Kipchebor,ward947,2023-08-10T09:40:59.124+03:00,2023-08-10T09:40:59.125+03:00
948,35,190,Kipchimchim,ward948,2023-08-10T09:40:59.125+03:00,2023-08-10T09:40:59.125+03:00
933,34,187,Kuku,ward933,2023-08-10T09:40:59.113+03:00,2023-08-10T09:40:59.113+03:00
934,34,187,Rombo,ward934,2023-08-10T09:40:59.115+03:00,2023-08-10T09:40:59.115+03:00
939,35,189,Tendeno/sorget,ward939,2023-08-10T09:40:59.120+03:00,2023-08-10T09:40:59.120+03:00
940,35,189,Kunyak,ward940,2023-08-10T09:40:59.120+03:00,2023-08-10T09:40:59.120+03:00
941,35,189,Kamasian,ward941,2023-08-10T09:40:59.121+03:00,2023-08-10T09:40:59.121+03:00
956,35,191,Kapkatet,ward956,2023-08-10T09:40:59.130+03:00,2023-08-10T09:40:59.130+03:00
942,35,189,Kipkelion,ward942,2023-08-10T09:40:59.121+03:00,2023-08-10T09:40:59.121+03:00
944,35,190,Kapsoit,ward944,2023-08-10T09:40:59.123+03:00,2023-08-10T09:40:59.123+03:00
945,35,190,Ainamoi,ward945,2023-08-10T09:40:59.123+03:00,2023-08-10T09:40:59.123+03:00
946,35,190,Kapkugerwet,ward946,2023-08-10T09:40:59.124+03:00,2023-08-10T09:40:59.124+03:00
960,35,192,Chaik,ward960,2023-08-10T09:40:59.132+03:00,2023-08-10T09:40:59.132+03:00
961,35,192,Kapsuser,ward961,2023-08-10T09:40:59.133+03:00,2023-08-10T09:40:59.133+03:00
962,35,193,Sigowet,ward962,2023-08-10T09:40:59.134+03:00,2023-08-10T09:40:59.134+03:00
971,36,195,Kong'asis,ward971,2023-08-10T09:40:59.141+03:00,2023-08-10T09:40:59.141+03:00
963,35,193,Kaplelartet,ward963,2023-08-10T09:40:59.134+03:00,2023-08-10T09:40:59.134+03:00
964,35,193,Soliat,ward964,2023-08-10T09:40:59.135+03:00,2023-08-10T09:40:59.135+03:00
965,35,193,Soin,ward965,2023-08-10T09:40:59.136+03:00,2023-08-10T09:40:59.136+03:00
966,36,194,Ndanai/abosi,ward966,2023-08-10T09:40:59.137+03:00,2023-08-10T09:40:59.137+03:00
1374,47,275,Kileleshwa,ward1374,2023-08-10T09:40:59.427+03:00,2023-08-10T09:40:59.427+03:00
968,36,194,Kipsonoi,ward968,2023-08-10T09:40:59.139+03:00,2023-08-10T09:40:59.139+03:00
977,36,196,Kembu,ward977,2023-08-10T09:40:59.146+03:00,2023-08-10T09:40:59.146+03:00
969,36,194,Kapletundo,ward969,2023-08-10T09:40:59.140+03:00,2023-08-10T09:40:59.140+03:00
970,36,194,Rongena/chebilat,ward970,2023-08-10T09:40:59.140+03:00,2023-08-10T09:40:59.140+03:00
980,36,196,Chemaner,ward980,2023-08-10T09:40:59.148+03:00,2023-08-10T09:40:59.148+03:00
972,36,195,Nyangores,ward972,2023-08-10T09:40:59.142+03:00,2023-08-10T09:40:59.142+03:00
973,36,195,Sigor,ward973,2023-08-10T09:40:59.143+03:00,2023-08-10T09:40:59.143+03:00
974,36,195,Chebunyo,ward974,2023-08-10T09:40:59.144+03:00,2023-08-10T09:40:59.144+03:00
975,36,195,Siongiroi,ward975,2023-08-10T09:40:59.144+03:00,2023-08-10T09:40:59.144+03:00
976,36,196,Merigi,ward976,2023-08-10T09:40:59.145+03:00,2023-08-10T09:40:59.145+03:00
978,36,196,Longisa,ward978,2023-08-10T09:40:59.146+03:00,2023-08-10T09:40:59.146+03:00
979,36,196,Kipreres,ward979,2023-08-10T09:40:59.147+03:00,2023-08-10T09:40:59.147+03:00
1001,37,200,Sinoko,ward1001,2023-08-10T09:40:59.162+03:00,2023-08-10T09:40:59.162+03:00
981,36,197,Silibwet Township,ward981,2023-08-10T09:40:59.148+03:00,2023-08-10T09:40:59.148+03:00
982,36,197,Ndaraweta,ward982,2023-08-10T09:40:59.149+03:00,2023-08-10T09:40:59.149+03:00
983,36,197,Sigorwet,ward983,2023-08-10T09:40:59.150+03:00,2023-08-10T09:40:59.150+03:00
984,36,197,Cheseon,ward984,2023-08-10T09:40:59.150+03:00,2023-08-10T09:40:59.150+03:00
985,36,197,Mutarakwa,ward985,2023-08-10T09:40:59.151+03:00,2023-08-10T09:40:59.151+03:00
986,36,198,Chepchabas,ward986,2023-08-10T09:40:59.152+03:00,2023-08-10T09:40:59.152+03:00
987,36,198,Kimulot,ward987,2023-08-10T09:40:59.153+03:00,2023-08-10T09:40:59.153+03:00
988,36,198,Mogogosieki,ward988,2023-08-10T09:40:59.153+03:00,2023-08-10T09:40:59.153+03:00
992,37,199,Lugari,ward992,2023-08-10T09:40:59.157+03:00,2023-08-10T09:40:59.157+03:00
993,37,199,Lumakanda,ward993,2023-08-10T09:40:59.157+03:00,2023-08-10T09:40:59.157+03:00
1057,38,212,Chavakali,ward1057,2023-08-10T09:40:59.198+03:00,2023-08-10T09:40:59.198+03:00
989,36,198,Boito,ward989,2023-08-10T09:40:59.154+03:00,2023-08-10T09:40:59.154+03:00
990,36,198,Embomos,ward990,2023-08-10T09:40:59.155+03:00,2023-08-10T09:40:59.155+03:00
991,37,199,Mautuma,ward991,2023-08-10T09:40:59.156+03:00,2023-08-10T09:40:59.156+03:00
994,37,199,Chekalini,ward994,2023-08-10T09:40:59.158+03:00,2023-08-10T09:40:59.158+03:00
995,37,199,Chevaywa,ward995,2023-08-10T09:40:59.159+03:00,2023-08-10T09:40:59.159+03:00
996,37,199,Luandeti,ward996,2023-08-10T09:40:59.159+03:00,2023-08-10T09:40:59.159+03:00
997,37,200,Likuyani,ward997,2023-08-10T09:40:59.160+03:00,2023-08-10T09:40:59.160+03:00
1376,47,276,Mutuini,ward1376,2023-08-10T09:40:59.428+03:00,2023-08-10T09:40:59.428+03:00
1002,37,201,West Kabras,ward1002,2023-08-10T09:40:59.163+03:00,2023-08-10T09:40:59.163+03:00
1003,37,201,Chemuche,ward1003,2023-08-10T09:40:59.163+03:00,2023-08-10T09:40:59.163+03:00
1004,37,201,East Kabras,ward1004,2023-08-10T09:40:59.164+03:00,2023-08-10T09:40:59.164+03:00
1005,37,201,Butali/chegulo,ward1005,2023-08-10T09:40:59.165+03:00,2023-08-10T09:40:59.165+03:00
1006,37,201,Manda/shivanga,ward1006,2023-08-10T09:40:59.165+03:00,2023-08-10T09:40:59.165+03:00
1377,47,276,Ngando,ward1377,2023-08-10T09:40:59.428+03:00,2023-08-10T09:40:59.428+03:00
1378,47,276,Riruta,ward1378,2023-08-10T09:40:59.429+03:00,2023-08-10T09:40:59.429+03:00
1379,47,276,Uthiru-ruthimitu,ward1379,2023-08-10T09:40:59.429+03:00,2023-08-10T09:40:59.429+03:00
1007,37,201,Shirugu/mugai,ward1007,2023-08-10T09:40:59.166+03:00,2023-08-10T09:40:59.166+03:00
1008,37,201,South Kabras,ward1008,2023-08-10T09:40:59.167+03:00,2023-08-10T09:40:59.167+03:00
1009,37,202,Butsotso East,ward1009,2023-08-10T09:40:59.167+03:00,2023-08-10T09:40:59.167+03:00
1010,37,202,South Butsotso,ward1010,2023-08-10T09:40:59.168+03:00,2023-08-10T09:40:59.168+03:00
1011,37,202,Central Butsotso,ward1011,2023-08-10T09:40:59.169+03:00,2023-08-10T09:40:59.169+03:00
1012,37,202,Shieywe,ward1012,2023-08-10T09:40:59.169+03:00,2023-08-10T09:40:59.169+03:00
1013,37,202,Mahiakalo,ward1013,2023-08-10T09:40:59.170+03:00,2023-08-10T09:40:59.170+03:00
1014,37,202,Shirere,ward1014,2023-08-10T09:40:59.170+03:00,2023-08-10T09:40:59.170+03:00
1015,37,203,Ingotse-matiha,ward1015,2023-08-10T09:40:59.171+03:00,2023-08-10T09:40:59.171+03:00
1016,37,203,Shinoyi-shikomari-esumeiya,ward1016,2023-08-10T09:40:59.171+03:00,2023-08-10T09:40:59.171+03:00
1017,37,203,Bunyala West,ward1017,2023-08-10T09:40:59.172+03:00,2023-08-10T09:40:59.172+03:00
1018,37,203,Bunyala East,ward1018,2023-08-10T09:40:59.173+03:00,2023-08-10T09:40:59.173+03:00
1019,37,203,Bunyala Central,ward1019,2023-08-10T09:40:59.173+03:00,2023-08-10T09:40:59.173+03:00
1020,37,204,Mumias Central,ward1020,2023-08-10T09:40:59.174+03:00,2023-08-10T09:40:59.174+03:00
1021,37,204,Mumias North,ward1021,2023-08-10T09:40:59.174+03:00,2023-08-10T09:40:59.174+03:00
1022,37,204,Etenje,ward1022,2023-08-10T09:40:59.175+03:00,2023-08-10T09:40:59.175+03:00
1023,37,204,Musanda,ward1023,2023-08-10T09:40:59.175+03:00,2023-08-10T09:40:59.175+03:00
1024,37,205,Lusheya/lubinu,ward1024,2023-08-10T09:40:59.176+03:00,2023-08-10T09:40:59.176+03:00
1025,37,205,Malaha/isongo/makunga,ward1025,2023-08-10T09:40:59.177+03:00,2023-08-10T09:40:59.177+03:00
1026,37,205,East Wanga,ward1026,2023-08-10T09:40:59.177+03:00,2023-08-10T09:40:59.177+03:00
1027,40,229,Koyonzo,ward1027,2023-08-10T09:40:59.178+03:00,2023-08-10T09:40:59.178+03:00
1028,37,206,Kholera,ward1028,2023-08-10T09:40:59.179+03:00,2023-08-10T09:40:59.179+03:00
1029,37,206,Khalaba,ward1029,2023-08-10T09:40:59.179+03:00,2023-08-10T09:40:59.179+03:00
1031,37,206,Namamali,ward1031,2023-08-10T09:40:59.180+03:00,2023-08-10T09:40:59.180+03:00
1032,37,207,Marama West,ward1032,2023-08-10T09:40:59.181+03:00,2023-08-10T09:40:59.181+03:00
1033,37,207,Marama Central,ward1033,2023-08-10T09:40:59.182+03:00,2023-08-10T09:40:59.182+03:00
1034,37,207,Marenyo/shianda,ward1034,2023-08-10T09:40:59.182+03:00,2023-08-10T09:40:59.182+03:00
1035,37,207,Marama North,ward1035,2023-08-10T09:40:59.183+03:00,2023-08-10T09:40:59.183+03:00
1036,37,207,Marama South,ward1036,2023-08-10T09:40:59.184+03:00,2023-08-10T09:40:59.184+03:00
1037,37,208,Kisa North,ward1037,2023-08-10T09:40:59.184+03:00,2023-08-10T09:40:59.184+03:00
1038,37,208,Kisa East,ward1038,2023-08-10T09:40:59.185+03:00,2023-08-10T09:40:59.185+03:00
1039,37,208,Kisa West,ward1039,2023-08-10T09:40:59.186+03:00,2023-08-10T09:40:59.186+03:00
1040,37,208,Kisa Central,ward1040,2023-08-10T09:40:59.186+03:00,2023-08-10T09:40:59.186+03:00
1044,37,209,Isukha South,ward1044,2023-08-10T09:40:59.190+03:00,2023-08-10T09:40:59.190+03:00
1380,47,276,Waithaka,ward1380,2023-08-10T09:40:59.430+03:00,2023-08-10T09:40:59.430+03:00
1041,37,209,Isukha North,ward1041,2023-08-10T09:40:59.187+03:00,2023-08-10T09:40:59.187+03:00
1042,37,209,Murhanda,ward1042,2023-08-10T09:40:59.188+03:00,2023-08-10T09:40:59.188+03:00
1043,37,209,Isukha Central,ward1043,2023-08-10T09:40:59.189+03:00,2023-08-10T09:40:59.189+03:00
1058,38,212,North Maragoli,ward1058,2023-08-10T09:40:59.199+03:00,2023-08-10T09:40:59.199+03:00
1045,37,209,Isukha East,ward1045,2023-08-10T09:40:59.190+03:00,2023-08-10T09:40:59.190+03:00
1046,37,209,Isukha West,ward1046,2023-08-10T09:40:59.192+03:00,2023-08-10T09:40:59.192+03:00
1048,37,210,Idakho East,ward1048,2023-08-10T09:40:59.193+03:00,2023-08-10T09:40:59.193+03:00
1049,37,210,Idakho North,ward1049,2023-08-10T09:40:59.194+03:00,2023-08-10T09:40:59.194+03:00
1050,37,210,Idakho Central,ward1050,2023-08-10T09:40:59.194+03:00,2023-08-10T09:40:59.194+03:00
1051,38,211,Lugaga/wamuluma,ward1051,2023-08-10T09:40:59.195+03:00,2023-08-10T09:40:59.195+03:00
1052,38,211,South Maragoli,ward1052,2023-08-10T09:40:59.196+03:00,2023-08-10T09:40:59.196+03:00
1053,38,211,Central Maragoli,ward1053,2023-08-10T09:40:59.196+03:00,2023-08-10T09:40:59.196+03:00
1054,38,211,Mungoma,ward1054,2023-08-10T09:40:59.197+03:00,2023-08-10T09:40:59.197+03:00
1060,38,212,Busali,ward1060,2023-08-10T09:40:59.200+03:00,2023-08-10T09:40:59.200+03:00
1061,38,213,Shiru,ward1061,2023-08-10T09:40:59.200+03:00,2023-08-10T09:40:59.200+03:00
1062,38,213,Gisambai,ward1062,2023-08-10T09:40:59.201+03:00,2023-08-10T09:40:59.201+03:00
1063,38,213,Shamakhokho,ward1063,2023-08-10T09:40:59.202+03:00,2023-08-10T09:40:59.202+03:00
1065,38,213,Muhudu,ward1065,2023-08-10T09:40:59.203+03:00,2023-08-10T09:40:59.203+03:00
1066,38,213,Tambua,ward1066,2023-08-10T09:40:59.203+03:00,2023-08-10T09:40:59.203+03:00
1069,38,214,Wemilabi,ward1069,2023-08-10T09:40:59.205+03:00,2023-08-10T09:40:59.205+03:00
1070,38,214,Mwibona,ward1070,2023-08-10T09:40:59.205+03:00,2023-08-10T09:40:59.205+03:00
1071,38,214,Luanda South,ward1071,2023-08-10T09:40:59.206+03:00,2023-08-10T09:40:59.206+03:00
1072,38,214,Emabungo,ward1072,2023-08-10T09:40:59.207+03:00,2023-08-10T09:40:59.207+03:00
1074,38,215,Central Bunyore,ward1074,2023-08-10T09:40:59.208+03:00,2023-08-10T09:40:59.208+03:00
1075,38,215,West Bunyore,ward1075,2023-08-10T09:40:59.208+03:00,2023-08-10T09:40:59.208+03:00
1076,39,216,Cheptais,ward1076,2023-08-10T09:40:59.209+03:00,2023-08-10T09:40:59.209+03:00
1343,45,269,Nyakoe,ward1343,2023-08-10T09:40:59.406+03:00,2023-08-10T09:40:59.406+03:00
1077,39,216,Chesikaki,ward1077,2023-08-10T09:40:59.209+03:00,2023-08-10T09:40:59.209+03:00
1078,39,216,Chepyuk,ward1078,2023-08-10T09:40:59.210+03:00,2023-08-10T09:40:59.210+03:00
1079,39,216,Kapkateny,ward1079,2023-08-10T09:40:59.211+03:00,2023-08-10T09:40:59.211+03:00
1097,39,220,Bukembe East,ward1097,2023-08-10T09:40:59.223+03:00,2023-08-10T09:40:59.223+03:00
1084,39,217,Lwandanyi,ward1084,2023-08-10T09:40:59.215+03:00,2023-08-10T09:40:59.215+03:00
1085,39,218,Kabuchai/chwele,ward1085,2023-08-10T09:40:59.216+03:00,2023-08-10T09:40:59.216+03:00
1080,39,216,Kaptama,ward1080,2023-08-10T09:40:59.211+03:00,2023-08-10T09:40:59.211+03:00
1081,39,216,Elgon,ward1081,2023-08-10T09:40:59.213+03:00,2023-08-10T09:40:59.213+03:00
1082,39,217,Namwela,ward1082,2023-08-10T09:40:59.214+03:00,2023-08-10T09:40:59.214+03:00
1083,39,217,Malakisi/south Kulisiru,ward1083,2023-08-10T09:40:59.214+03:00,2023-08-10T09:40:59.214+03:00
1086,39,218,West Nalondo,ward1086,2023-08-10T09:40:59.217+03:00,2023-08-10T09:40:59.217+03:00
1087,39,218,Bwake/luuya,ward1087,2023-08-10T09:40:59.217+03:00,2023-08-10T09:40:59.217+03:00
1088,39,218,Mukuyuni,ward1088,2023-08-10T09:40:59.218+03:00,2023-08-10T09:40:59.218+03:00
1098,39,220,Township,ward1098,2023-08-10T09:40:59.224+03:00,2023-08-10T09:40:59.224+03:00
1099,39,220,Khalaba,ward1099,2023-08-10T09:40:59.224+03:00,2023-08-10T09:40:59.224+03:00
1089,39,219,South Bukusu,ward1089,2023-08-10T09:40:59.218+03:00,2023-08-10T09:40:59.218+03:00
1090,39,219,Bumula,ward1090,2023-08-10T09:40:59.219+03:00,2023-08-10T09:40:59.219+03:00
1093,39,219,Kimaeti,ward1093,2023-08-10T09:40:59.221+03:00,2023-08-10T09:40:59.221+03:00
1094,39,219,West Bukusu,ward1094,2023-08-10T09:40:59.221+03:00,2023-08-10T09:40:59.221+03:00
1095,39,219,Siboti,ward1095,2023-08-10T09:40:59.222+03:00,2023-08-10T09:40:59.222+03:00
1100,39,220,Musikoma,ward1100,2023-08-10T09:40:59.225+03:00,2023-08-10T09:40:59.225+03:00
1101,39,220,East Sang'alo,ward1101,2023-08-10T09:40:59.226+03:00,2023-08-10T09:40:59.226+03:00
1102,39,220,Marakary/tuuti,ward1102,2023-08-10T09:40:59.227+03:00,2023-08-10T09:40:59.227+03:00
1103,39,220,West Sang'alo,ward1103,2023-08-10T09:40:59.228+03:00,2023-08-10T09:40:59.228+03:00
1104,39,221,Mihuu,ward1104,2023-08-10T09:40:59.228+03:00,2023-08-10T09:40:59.228+03:00
1127,40,226,Angorom,ward1127,2023-08-10T09:40:59.245+03:00,2023-08-10T09:40:59.245+03:00
1105,39,221,Ndivisi,ward1105,2023-08-10T09:40:59.229+03:00,2023-08-10T09:40:59.229+03:00
1106,39,221,Maraka,ward1106,2023-08-10T09:40:59.230+03:00,2023-08-10T09:40:59.230+03:00
1107,39,222,Misikhu,ward1107,2023-08-10T09:40:59.231+03:00,2023-08-10T09:40:59.231+03:00
1108,39,222,Sitikho,ward1108,2023-08-10T09:40:59.231+03:00,2023-08-10T09:40:59.231+03:00
1109,39,222,Matulo,ward1109,2023-08-10T09:40:59.232+03:00,2023-08-10T09:40:59.232+03:00
1110,39,222,Bokoli,ward1110,2023-08-10T09:40:59.233+03:00,2023-08-10T09:40:59.233+03:00
1111,39,223,Kibingei,ward1111,2023-08-10T09:40:59.234+03:00,2023-08-10T09:40:59.234+03:00
1112,39,223,Kimilili,ward1112,2023-08-10T09:40:59.235+03:00,2023-08-10T09:40:59.235+03:00
1113,39,223,Maeni,ward1113,2023-08-10T09:40:59.235+03:00,2023-08-10T09:40:59.235+03:00
1114,39,223,Kamukuywa,ward1114,2023-08-10T09:40:59.236+03:00,2023-08-10T09:40:59.236+03:00
1115,39,224,Mbakalo,ward1115,2023-08-10T09:40:59.237+03:00,2023-08-10T09:40:59.237+03:00
1116,39,224,Naitiri/kabuyefwe,ward1116,2023-08-10T09:40:59.237+03:00,2023-08-10T09:40:59.237+03:00
1117,39,224,Milima,ward1117,2023-08-10T09:40:59.238+03:00,2023-08-10T09:40:59.238+03:00
1118,39,224,Ndalu,ward1118,2023-08-10T09:40:59.239+03:00,2023-08-10T09:40:59.239+03:00
1119,39,224,Tongaren,ward1119,2023-08-10T09:40:59.239+03:00,2023-08-10T09:40:59.239+03:00
1120,39,224,Soysambu/mitua,ward1120,2023-08-10T09:40:59.240+03:00,2023-08-10T09:40:59.240+03:00
1146,40,229,Marachi North,ward1146,2023-08-10T09:40:59.257+03:00,2023-08-10T09:40:59.257+03:00
